rank	name	verdict	download_count	n_direct_deps	n_in_dataset	n_tp	n_notp	n_unk	dep_tp_ratio
6775	pytd	notp	314517	8	8	5	3	0	0.625
6776	mne	tp	314465	9	9	7	2	0	0.7777777777777778
6777	csvkit	tp	314361	8	8	4	4	0	0.5
6778	cogames	tp	314224	19	17	9	8	0	0.5294117647058824
6779	django-rest-passwordreset	notp	314171						
6780	databricks-bundles	tp	314051						
6781	socketswap	notp	313991						
6782	tsfresh	notp	313914						
6783	dbos	tp	313885	6	6	2	4	0	0.3333333333333333
6784	deap	notp	313810	1	1	1	0	0	1.0
6785	numpydantic	notp	313681	3	3	3	0	0	1.0
6786	aiodynamo	tp	313659	1	1	1	0	0	1.0
6787	demjson3	notp	313067						
6788	pyproject-flake8	tp	312913	2	2	0	2	0	0.0
6789	squarify	notp	312790						
6790	airbyte-source-declarative-manifest	notp	312748	1	1	1	0	0	1.0
6791	ipyvuetify	notp	312618	1	1	0	1	0	0.0
6792	ceja	notp	312481						
6793	clickhouse-migrations	notp	312354	1	1	0	1	0	0.0
6794	webexteamssdk	tp	312273						
6795	cmake-format	notp	312266						
6796	grafeas	tp	312222	7	7	2	5	0	0.2857142857142857
6797	faicons	notp	312087						
6798	scrapy-playwright	notp	311801	2	2	1	1	0	0.5
6799	morecantile	notp	311773	4	4	3	1	0	0.75
6800	microsoft-agents-hosting-core	notp	311692	5	5	2	3	0	0.4
6801	llama-index-vector-stores-postgres	notp	311366	5	5	1	4	0	0.2
6802	bittensor-drand	tp	311342						
6803	cmeel-octomap	tp	311229	1	1	1	0	0	1.0
6804	airflow-powerbi-plugin	notp	311014						
6805	microsoft-agents-activity	notp	310959	1	1	1	0	0	1.0
6806	django-jsonform	notp	310654	1	1	0	1	0	0.0
6807	spandrel-extra-arches	notp	310490	6	6	2	4	0	0.3333333333333333
6808	btrees	tp	310429	2	2	2	0	0	1.0
6809	azure-ai-translation-document	notp	310298	3	3	1	2	0	0.3333333333333333
6810	hierarchical-conf	notp	310280						
6811	jaxley	notp	310201	6	6	5	1	0	0.8333333333333334
6812	pysolr	tp	310194	2	2	1	1	0	0.5
6813	asyncua	tp	310158	9	9	6	3	0	0.6666666666666666
6814	py-sr25519-bindings	notp	309886						
6815	dbt-trino	tp	309755	4	4	2	2	0	0.5
6816	multiaddr	notp	309688	12	12	3	9	0	0.25
6817	cowsay	notp	309599						
6818	django-solo	notp	309597	2	2	1	1	0	0.5
6819	monai	notp	309576						
6820	plette	notp	309568	1	1	0	1	0	0.0
6821	lib	notp	309567						
6822	pypac	tp	309471	4	4	1	3	0	0.25
6823	langchain-elasticsearch	tp	309449	2	2	1	1	0	0.5
6824	backoff-utils	notp	309321	1	1	0	1	0	0.0
6825	gpiozero	notp	309200						
6826	django-classy-tags	tp	309130						
6827	starrocks	notp	309078	5	5	1	4	0	0.2
6828	ovito	notp	308945	3	3	1	2	0	0.3333333333333333
6829	viser	notp	308898	12	12	8	4	0	0.6666666666666666
6830	bleach-allowlist	notp	308769						
6831	acryl-great-expectations	tp	308519	33	33	23	10	0	0.696969696969697
6832	authy	notp	308427						
6833	reretry	notp	308294						
6834	sklearn-crfsuite	notp	308191	4	4	2	2	0	0.5
6835	gemmi	notp	308106						
6836	rdt	tp	307886	23	23	16	7	0	0.6956521739130435
6837	tridiax	notp	307531	2	2	2	0	0	1.0
6838	persistent	tp	307315	3	3	1	2	0	0.3333333333333333
6839	pycti	notp	307186	19	19	4	15	0	0.21052631578947367
6840	cmeel-zlib	tp	307142	1	1	1	0	0	1.0
6841	cmeel-console-bridge	tp	306734	1	1	1	0	0	1.0
6842	kuzu	tp	306696						
6843	surya-ocr	notp	306502	13	13	8	5	0	0.6153846153846154
6844	cmeel-qhull	tp	306333	1	1	1	0	0	1.0
6845	asv	notp	305964	11	11	4	7	0	0.36363636363636365
6846	types-ldap3	notp	305922	1	1	0	1	0	0.0
6847	antsibull-changelog	notp	305771	9	9	2	7	0	0.2222222222222222
6848	rosettasciio	tp	305683	6	6	2	4	0	0.3333333333333333
6849	rlbot	tp	305634	2	1	0	1	0	0.0
6850	newspaper4k	notp	305469	12	12	4	8	0	0.3333333333333333
6851	pypdftk	notp	305461						
6852	salt-lint	notp	305324						
6853	healpy	notp	305211	2	2	2	0	0	1.0
6854	torch-npu	notp	305180	1	1	0	1	0	0.0
6855	owlrl	notp	305157	1	1	0	1	0	0.0
6856	phonemizer	notp	305124	5	5	3	2	0	0.6
6857	semantic-text-splitter	notp	305091						
6858	libnacl	notp	305085						
6859	later	notp	305059	1	1	0	1	0	0.0
6860	chiabip158	tp	305051						
6861	betterproto2	tp	305019	2	2	1	1	0	0.5
6862	mypy-gitlab-code-quality	notp	305001						
6863	timedelta	notp	304962						
6864	s3tokenizer	notp	304920	7	7	3	4	0	0.42857142857142855
6865	fast-array-utils	tp	304731	1	1	1	0	0	1.0
6866	sortedcollections	notp	304730						
6867	traceback-with-variables	notp	304348						
6868	pycapnp	notp	304316						
6869	meltanolabs-target-snowflake	tp	304161	6	6	3	3	0	0.5
6870	resize-right	notp	304095						
6871	mip	tp	303997	1	1	0	1	0	0.0
6872	ast-comments	notp	303955						
6873	securesystemslib	tp	303702						
6874	simhash	notp	303693						
6875	mscerts	notp	303607						
6876	transparent-background	notp	303469	13	13	1	12	0	0.07692307692307693
6877	mt-940	notp	303408						
6878	typedspark	notp	303216	1	1	1	0	0	1.0
6879	aiohttp-client-cache	tp	303153	5	5	4	1	0	0.8
6880	nvidia-modelopt	notp	302902	12	12	5	7	0	0.4166666666666667
6881	django-braces	notp	302813	1	1	0	1	0	0.0
6882	transformer-engine-cu12	notp	302629	3	3	2	1	0	0.6666666666666666
6883	pylibmc	notp	302271						
6884	flake8-functions	notp	301666						
6885	descript-audiotools	notp	301546						
6886	bubus-py310x	notp	301457	6	6	4	2	0	0.6666666666666666
6887	cachier	notp	300753	2	2	0	2	0	0.0
6888	retry-decorator	notp	300549						
6889	rio-tiler	tp	300459	10	10	6	4	0	0.6
6890	types-polib	notp	300417						
6891	mr-proper	notp	300371						
6892	nvidia-nvshmem-cu13	notp	300167	1	1	0	1	0	0.0
6893	hierarchicalforecast	tp	300055	9	9	7	2	0	0.7777777777777778
6894	firebolt-sdk	notp	299877	15	15	5	10	0	0.3333333333333333
6895	aiocontextvars	notp	299859	1	1	0	1	0	0.0
6896	uroman	notp	299857	1	1	0	1	0	0.0
6897	dagster-azure	notp	299824						
6898	qianfan	notp	299464	17	17	10	7	0	0.5882352941176471
6899	jsonschema-pydantic	notp	299317	1	1	1	0	0	1.0
6900	pylru	notp	299039						
6901	threaded	tp	299031						
6902	pulumi-azuread	notp	298899	4	4	2	2	0	0.5
6903	panzi-json-logic	notp	298578						
6904	blackduck	notp	298562	2	2	1	1	0	0.5
6905	indic-numtowords	notp	298442						
6906	pyqtwebengine-qt5	notp	298414						
6907	petname	notp	298181						
6908	zipstream-ng	notp	298059						
6909	sshconf	notp	298049						
6910	python-neutronclient	notp	297942	13	13	1	12	0	0.07692307692307693
6911	ahocorasick-rs	tp	297775	1	1	1	0	0	1.0
6912	benchling-api-client	notp	297621	6	6	3	3	0	0.5
6913	nipype	notp	297560	17	17	9	8	0	0.5294117647058824
6914	keyrings-cryptfile	notp	297482						
6915	pyclibrary	tp	297316	1	1	0	1	0	0.0
6916	flake8-class-attributes-order	tp	297225						
6917	cloudant	notp	297098						
6918	httpagentparser	notp	296785						
6919	trame-vuetify	tp	296756	1	1	1	0	0	1.0
6920	openinference-instrumentation-agno	notp	296539	7	7	1	6	0	0.14285714285714285
6921	zipcodes	notp	296477						
6922	dask-histogram	notp	296333	3	3	1	2	0	0.3333333333333333
6923	conllu	notp	296200						
6924	h3-pyspark	notp	295977						
6925	jsonslicer	notp	295893						
6926	dash-extensions	notp	295693	6	6	1	5	0	0.16666666666666666
6927	celery-stubs	notp	295638						
6928	pygeodesy	notp	295596						
6929	plotille	notp	295549						
6930	sqids	notp	295261						
6931	semantic-router	notp	295171	13	13	7	6	0	0.5384615384615384
6932	sb3-contrib	notp	295126	1	1	0	1	0	0.0
6933	couchdb	notp	295066						
6934	django-annoying	notp	295066	2	2	0	2	0	0.0
6935	blosc	notp	294374						
6936	fastnumbers	notp	294059						
6937	testscenarios	notp	293925						
6938	pyspark-stubs	notp	293643						
6939	spider-client	notp	293112	4	4	3	1	0	0.75
6940	pandasai	notp	292843	16	16	9	7	0	0.5625
6941	bt-decode	tp	292656	1	1	0	1	0	0.0
6942	beautifulsoup	notp	292213						
6943	torchtune	notp	292131	14	14	4	10	0	0.2857142857142857
6944	azure-ml-component	notp	292072	10	10	4	6	0	0.4
6945	browserstack-local	notp	291859	1	1	0	1	0	0.0
6946	mssql-python	notp	291654	1	1	0	1	0	0.0
6947	mssql-django	notp	291448	3	3	1	2	0	0.3333333333333333
6948	comfyui-manager	notp	291386	10	10	5	5	0	0.5
6949	sanitize-filename	notp	291300						
6950	wagon	notp	290960						
6951	pylsp-mypy	notp	290848	3	3	0	3	0	0.0
6952	githead	tp	290840						
6953	sphinxcontrib-video	notp	290327	1	1	1	0	0	1.0
6954	ipwhois	notp	290058	3	3	2	1	0	0.6666666666666666
6955	deprecat	notp	289917	1	1	0	1	0	0.0
6956	flake8-annotations-complexity	tp	289884						
6957	dsnparse	notp	289856						
6958	descript-audio-codec	notp	289798						
6959	json-schema-to-pydantic	tp	289775	1	1	1	0	0	1.0
6960	pytest-tornasync	notp	289774	2	2	2	0	0	1.0
6961	pyspark-test	notp	289768						
6962	yamlordereddictloader	notp	289250	1	1	0	1	0	0.0
6963	asv-runner	tp	289163	1	1	0	1	0	0.0
6964	flake8-tidy-imports	tp	289063	1	1	0	1	0	0.0
6965	pyiqa	notp	288740	29	29	11	18	0	0.3793103448275862
6966	classify-imports	notp	288687						
6967	sphinx-last-updated-by-git	tp	288669	1	1	1	0	0	1.0
6968	usearch	tp	288655	2	2	2	0	0	1.0
6969	oslo-service	notp	288604	13	13	1	12	0	0.07692307692307693
6970	types-typed-ast	notp	288549						
6971	airflow-exporter	tp	288427	3	3	1	2	0	0.3333333333333333
6972	qpd	notp	287998						
6973	agent-framework	notp	287917	1	1	0	1	0	0.0
6974	entsoe-py	notp	287765	4	4	3	1	0	0.75
6975	flake8-use-fstring	notp	287668						
6976	hashin	notp	287612	2	2	2	0	0	1.0
6977	vonage	notp	287423	17	17	0	17	0	0.0
6978	transformer-engine	notp	287401						
6979	harbor	notp	287299	24	24	13	11	0	0.5416666666666666
6980	apache-airflow-providers-apache-hive	notp	287228	8	8	2	6	0	0.25
6981	sahi	notp	287141	11	11	5	6	0	0.45454545454545453
6982	versioneer-518	notp	287094						
6983	captcha	tp	286924	1	1	1	0	0	1.0
6984	ipyleaflet	notp	286885	5	5	0	5	0	0.0
6985	jpholiday	notp	286885						
6986	boruta	tp	286737	3	3	2	1	0	0.6666666666666666
6987	bloomfilter-py	notp	286551	2	2	1	1	0	0.5
6988	pysrt	notp	286351						
6989	airbyte-protocol-models-pdv2	notp	286153	1	1	1	0	0	1.0
6990	robocorp-log	tp	286144	2	2	0	2	0	0.0
6991	dbldatagen	tp	285876						
6992	apache-airflow-providers-apache-druid	notp	285816	4	4	0	4	0	0.0
6993	m2r2	notp	285779	2	2	1	1	0	0.5
6994	optimum-onnx	notp	285754	3	3	2	1	0	0.6666666666666666
6995	webdav4	tp	285732	2	2	0	2	0	0.0
6996	pyangbind	tp	285582	4	4	0	4	0	0.0
6997	discord	notp	285518						
6998	django-grappelli	notp	285495						
6999	cwltool	notp	285343	15	15	4	11	0	0.26666666666666666
7000	mozfile	notp	285135						
7001	pyheif	notp	285104	1	1	0	1	0	0.0
7002	ecmwf-datastores-client	tp	284977	4	4	3	1	0	0.75
7003	svgelements	notp	284971						
7004	pbspark	notp	284901	2	2	0	2	0	0.0
7005	linearmodels	notp	284835	7	7	2	5	0	0.2857142857142857
7006	pygwalker	notp	284784	26	26	12	14	0	0.46153846153846156
7007	vocos	notp	284677						
7008	garth	tp	284653	3	3	2	1	0	0.6666666666666666
7009	parquet	notp	284647	2	2	0	2	0	0.0
7010	pysubs2	notp	284384						
7011	local-attention	notp	284307						
7012	files-com	notp	284294	2	2	1	1	0	0.5
7013	bittensor-wallet	notp	284285						
7014	pytest-structlog	notp	284104	2	2	2	0	0	1.0
7015	fluent-pygments	notp	283941	3	3	0	3	0	0.0
7016	srt	notp	283932						
7017	drf-extra-fields	notp	283913						
7018	cf-xarray	tp	283780	1	1	1	0	0	1.0
7019	sphinxcontrib-openapi	notp	283674	7	7	3	4	0	0.42857142857142855
7020	truss-transfer	tp	283423						
7021	keras-hub	notp	283369	8	8	3	5	0	0.375
7022	openqasm3	notp	283354						
7023	python-gdcm	notp	283352						
7024	awscli-plugin-s3-proxy	notp	283245	1	1	0	1	0	0.0
7025	flake8-debugger	notp	283172	2	2	0	2	0	0.0
7026	scikeras	notp	282995	2	2	1	1	0	0.5
7027	pyparser	notp	282964						
7028	streamlit-folium	notp	282896	4	4	2	2	0	0.5
7029	baml-py	tp	282691						
7030	pyaml-env	notp	282687	1	1	0	1	0	0.0
7031	dbl-discoverx	tp	282620	1	1	0	1	0	0.0
7032	aioshutil	notp	282349	1	1	1	0	0	1.0
7033	akeyless	notp	282329	5	5	2	3	0	0.4
7034	faiss-gpu	tp	282271						
7035	mkdocs-embed-external-markdown	notp	282206	2	2	2	0	0	1.0
7036	peewee-migrate	notp	282188	2	2	1	1	0	0.5
7037	ruamel-base	notp	282041						
7038	django-upgrade	tp	281977	1	1	0	1	0	0.0
7039	driftpy	notp	281928	66	65	24	41	0	0.36923076923076925
7040	s2sphere	notp	281831						
7041	types-mypy-extensions	notp	281831						
7042	zope-sqlalchemy	notp	281826	4	4	2	2	0	0.5
7043	django-tree-queries	notp	281744						
7044	github-copilot-sdk	tp	281560	3	3	2	1	0	0.6666666666666666
7045	pysealer	notp	281131	5	5	3	2	0	0.6
7046	stopit	notp	281106						
7047	jupyter-contrib-nbextensions	notp	281009						
7048	dask-cuda	notp	280957	8	8	5	3	0	0.625
7049	control	notp	280788	3	3	2	1	0	0.6666666666666666
7050	agent-framework-redis	notp	280786	4	4	1	3	0	0.25
7051	pyexecjs	notp	280477						
7052	bellows	notp	280370	4	4	1	3	0	0.25
7053	sb-cli	notp	280310	4	4	3	1	0	0.75
7054	sng4onnx	notp	279794						
7055	ipyaggrid	notp	279747	3	3	2	1	0	0.6666666666666666
7056	config-formatter	notp	279326	1	1	0	1	0	0.0
7057	htpy	tp	279288	2	2	2	0	0	1.0
7058	posix-ipc	tp	279272						
7059	mkdocs-open-in-new-tab	notp	279042	1	1	1	0	0	1.0
7060	simple-ddl-parser	notp	279020	1	1	0	1	0	0.0
7061	picobox	tp	278955						
7062	warlock	notp	278851	2	2	1	1	0	0.5
7063	splunk-opentelemetry	notp	278846	7	7	1	6	0	0.14285714285714285
7064	paramiko-expect	notp	278670						
7065	tardis-dev	notp	278615	4	4	2	2	0	0.5
7066	agent-framework-devui	notp	278464	4	4	3	1	0	0.75
7067	objectory	notp	278308						
7068	ops	tp	278164	4	4	0	4	0	0.0
7069	accumulation-tree	notp	277404						
7070	hachoir	notp	277114						
7071	pyshacl	notp	277087	6	6	3	3	0	0.5
7072	rechunker	notp	276986	4	4	2	2	0	0.5
7073	bip32	notp	276516	1	1	1	0	0	1.0
7074	markdown-pdf	notp	276460	7	7	2	5	0	0.2857142857142857
7075	linkchecker	tp	276412	3	3	2	1	0	0.6666666666666666
7076	zhipuai	notp	276369	5	5	3	2	0	0.6
7077	django-tailwind	tp	276360	2	2	1	1	0	0.5
7078	ttp	notp	276216						
7079	shimmy	notp	276113	2	2	1	1	0	0.5
7080	apispec-oneofschema	notp	276059						
7081	pythonping	notp	276020						
7082	bumpver	notp	276019						
7083	types-factory-boy	notp	275952	2	2	1	1	0	0.5
7084	triton-ascend	notp	275930						
7085	gpsoauth	notp	275913	3	3	2	1	0	0.6666666666666666
7086	flake8-use-pathlib	notp	275906	1	1	0	1	0	0.0
7087	reuse	notp	275856	7	7	3	4	0	0.42857142857142855
7088	packaging-legacy	tp	275833	1	1	1	0	0	1.0
7089	junos-eznc	notp	275808	9	9	2	7	0	0.2222222222222222
7090	agentmail	notp	275333						
7091	pychrome	notp	275280						
7092	types-aiobotocore-acm	notp	275052	1	1	1	0	0	1.0
7093	interpret	tp	275049	1	1	1	0	0	1.0
7094	pinterest-generated-client	notp	274769	2	2	1	1	0	0.5
7095	pypi-simple	notp	274766	5	5	3	2	0	0.6
7096	edk2-pytool-library	notp	274669	8	8	2	6	0	0.25
7097	translate-toolkit	tp	274651	2	2	1	1	0	0.5
7098	tensorflow-intel	notp	274426	22	22	8	14	0	0.36363636363636365
7099	pettingzoo	notp	274299	2	2	1	1	0	0.5
7100	langchain-unstructured	tp	274200	2	2	1	1	0	0.5
7101	agent-framework-mem0	notp	274132	2	2	1	1	0	0.5
7102	django-bootstrap5	tp	274028	1	1	0	1	0	0.0
7103	zha-quirks	notp	274021	1	1	0	1	0	0.0
7104	zendriver	notp	273963	6	6	2	4	0	0.3333333333333333
7105	typer-config	notp	273941	1	1	1	0	0	1.0
7106	pytest-cpp	tp	273839	1	1	1	0	0	1.0
7107	lexid	notp	273750						
7108	mosek	notp	273510	1	1	1	0	0	1.0
7109	bsdiff4	notp	273495						
7110	property-cached	notp	273252						
7111	pyudorandom	notp	273231						
7112	benchling-sdk	notp	273195	11	11	4	7	0	0.36363636363636365
7113	aiven-client	notp	273192	4	4	3	1	0	0.75
7114	rule-engine	notp	273136	2	2	0	2	0	0.0
7115	harness-featureflags	notp	273079	7	7	6	1	0	0.8571428571428571
7116	django-sekizai	notp	273041						
7117	pinterest-api-sdk	notp	272934	5	5	2	3	0	0.4
7118	streamingjson	notp	272804						
7119	nvidia-curand	notp	272750						
7120	sip	notp	272579	3	3	1	2	0	0.3333333333333333
7121	scipy-openblas32	tp	272524						
7122	iniparse	notp	272396	1	1	0	1	0	0.0
7123	neotime	notp	272316						
7124	openinference-instrumentation-llama-index	notp	272076	7	7	1	6	0	0.14285714285714285
7125	neomodel	notp	272071	1	1	0	1	0	0.0
7126	jupyter-contrib-core	notp	271914						
7127	openinference-instrumentation-google-adk	notp	271571	7	7	1	6	0	0.14285714285714285
7128	ipinfo	tp	271344	3	3	2	1	0	0.6666666666666666
7129	aiotask-context	notp	271185						
7130	base64io	notp	271180						
7131	sgl-kernel	notp	271073						
7132	excel	notp	271039						
7133	pymilvus-model	notp	270868	5	5	2	3	0	0.4
7134	queries	notp	270841						
7135	structlog-gcp	tp	270781	1	1	1	0	0	1.0
7136	noiseprotocol	notp	270771						
7137	lightkube-models	notp	270757						
7138	cdk8s	tp	270738	4	4	2	2	0	0.5
7139	async-interrupt	tp	270717						
7140	rio-cogeo	tp	270358	4	4	3	1	0	0.75
7141	aioftp	tp	270299	1	1	1	0	0	1.0
7142	atlassian-jwt-auth	notp	270161	4	4	4	0	0	1.0
7143	ptable	notp	269979						
7144	argilla	tp	269904	8	8	4	4	0	0.5
7145	delayed-assert	tp	269705						
7146	websockify	notp	269604	4	4	2	2	0	0.5
7147	pymobiledevice3	tp	269514	42	41	15	26	0	0.36585365853658536
7148	spsdk	tp	269451	33	33	14	19	0	0.42424242424242425
7149	esprima	notp	269321						
7150	aiojobs	notp	269288	1	1	0	1	0	0.0
7151	futurist	notp	269212	1	1	0	1	0	0.0
7152	gradio-rangeslider	notp	269201	1	1	1	0	0	1.0
7153	robocorp-tasks	tp	269100	4	4	3	1	0	0.75
7154	rbloom	notp	268900						
7155	agent-framework-azure-ai-search	notp	268777	2	2	0	2	0	0.0
7156	fuzzyset2	tp	268757	1	1	1	0	0	1.0
7157	azure-ai-vision-imageanalysis	notp	268706	3	3	1	2	0	0.3333333333333333
7158	hyperscript	tp	268576						
7159	sphinxemoji	notp	268425						
7160	clarifai-protocol	notp	268420	2	2	0	2	0	0.0
7161	dj-stripe	notp	268394	2	2	0	2	0	0.0
7162	tesserocr	notp	268359	1	1	1	0	0	1.0
7163	daemonize	notp	268215						
7164	vegafusion	notp	268124	3	3	3	0	0	1.0
7165	apache-airflow-providers-openai	notp	268048	3	3	0	3	0	0.0
7166	eth-bloom	notp	267833	1	1	0	1	0	0.0
7167	pywatchman	notp	267809						
7168	loman	notp	267630	6	6	3	3	0	0.5
7169	python-snap7	tp	267534						
7170	click-configfile	notp	267255	7	7	1	6	0	0.14285714285714285
7171	cirq-core	notp	267252	10	10	7	3	0	0.7
7172	formencode	tp	267140						
7173	sphinx-inline-tabs	notp	267135	1	1	1	0	0	1.0
7174	uiautomator2	notp	267105	6	6	2	4	0	0.3333333333333333
7175	voxel51-eta	tp	266966	20	20	10	10	0	0.5
7176	whichcraft	notp	266850						
7177	libarchive-c	notp	266688						
7178	pytest-arraydiff	notp	266617	2	2	2	0	0	1.0
7179	mozterm	notp	266541						
7180	nvidia-cufft	notp	266482	1	1	0	1	0	0.0
7181	plotbin	notp	266446	3	3	2	1	0	0.6666666666666666
7182	pyclean	notp	266414						
7183	cmreshandler	notp	266212	3	2	1	1	0	0.5
7184	pymeshlab	notp	266204	2	2	1	1	0	0.5
7185	rtp	tp	266124						
7186	workadays	notp	266124						
7187	reverse-geocoder	notp	265806						
7188	semantic-link	notp	265702	6	6	0	6	0	0.0
7189	django-q2	notp	265581	3	3	0	3	0	0.0
7190	ordereddict	notp	265557						
7191	semantic-link-functions-phonenumbers	notp	265468	2	2	0	2	0	0.0
7192	semantic-link-functions-holidays	notp	265443	2	2	1	1	0	0.5
7193	semantic-link-functions-validators	notp	265438	2	2	0	2	0	0.0
7194	loess	notp	265432						
7195	semantic-link-functions-meteostat	notp	265406	2	2	0	2	0	0.0
7196	semantic-link-functions-geopandas	notp	265369	4	4	2	2	0	0.5
7197	zigpy-znp	notp	265345	5	5	1	4	0	0.2
7198	countryinfo	tp	265342						
7199	sybil	tp	265336						
7200	pluralizer	notp	265228						
7201	mf2py	notp	264946	3	3	1	2	0	0.3333333333333333
7202	html-to-json	notp	264908						
7203	ngcsdk	notp	264840	20	20	8	12	0	0.4
7204	keras-nightly	notp	264826	8	8	5	3	0	0.625
7205	types-pysaml2	notp	264613						
7206	pulumi-postgresql	notp	264580	4	4	2	2	0	0.5
7207	pymongo-inmemory	notp	264539	1	1	1	0	0	1.0
7208	robocorp	tp	264430	5	5	5	0	0	1.0
7209	binary	tp	264392						
7210	waiter	tp	264288						
7211	airtable-python-wrapper	tp	264184						
7212	misaki	notp	264176	2	2	0	2	0	0.0
7213	pytest-timestamper	notp	264137						
7214	pytest-astropy	notp	264127	10	10	3	7	0	0.3
7215	zigpy-deconz	notp	264074	3	3	0	3	0	0.0
7216	xmlrunner	notp	264069						
7217	robocorp-workitems	tp	264022	5	5	4	1	0	0.8
7218	upstash-vector	notp	263978	1	1	0	1	0	0.0
7219	pytest-pythonpath	notp	263710						
7220	django-pghistory	notp	263670	2	2	0	2	0	0.0
7221	aurelio-sdk	notp	263612	8	8	7	1	0	0.875
7222	lakefs-client	notp	263571	2	2	1	1	0	0.5
7223	pymorphy3	notp	263546	3	3	1	2	0	0.3333333333333333
7224	statistics	notp	263516						
7225	sigstore	tp	263503	15	15	12	3	0	0.8
7226	usd-core	notp	263379						
7227	ailment	tp	262917	1	1	1	0	0	1.0
7228	linkup-sdk	tp	262867	2	2	1	1	0	0.5
7229	zigpy-xbee	notp	262845	1	1	0	1	0	0.0
7230	kivy	notp	262768	9	9	1	8	0	0.1111111111111111
7231	archspec	notp	262656						
7232	extruct	notp	262555	8	8	1	7	0	0.125
7233	pygresql	notp	262539						
7234	nvidia-riva-client	notp	262277	4	4	1	3	0	0.25
7235	pyjnius	notp	262265						
7236	llama-index-llms-bedrock-converse	notp	262246	3	3	1	2	0	0.3333333333333333
7237	hammock	notp	261917						
7238	json-logic-qubit	notp	261733						
7239	app-common-python	notp	261728						
7240	llama-index-llms-openai-like	notp	261670	2	2	0	2	0	0.0
7241	python-louvain	notp	261658						
7242	bitmath	notp	261498						
7243	lightkube	notp	261343	3	3	0	3	0	0.0
7244	python-mecab-ko	tp	261288	1	1	0	1	0	0.0
7245	llama-index-vector-stores-chroma	notp	260998	2	2	0	2	0	0.0
7246	java-manifest	notp	260817						
7247	wbcore	notp	260788						
7248	sumologic-sdk	notp	260675	1	1	1	0	0	1.0
7249	oslex	notp	260538	1	1	0	1	0	0.0
7250	django-hosts	notp	260492						
7251	writer-sdk	notp	260324	8	8	4	4	0	0.5
7252	stqdm	notp	260304	2	2	2	0	0	1.0
7253	azure-cli-diff-tool	notp	260130	2	2	1	1	0	0.5
7254	gcloud-aio-datastore	notp	260099	1	1	0	1	0	0.0
7255	agent-framework-a2a	notp	260031	2	2	1	1	0	0.5
7256	pybars3	notp	259989						
7257	pyleak	notp	259725	2	2	1	1	0	0.5
7258	requests-gssapi	tp	259582	2	2	2	0	0	1.0
7259	alibabacloud-gateway-oss	notp	259447						
7260	boilerpy3	notp	259364						
7261	stream-chat	notp	259243	6	6	5	1	0	0.8333333333333334
7262	types-aiobotocore-ssm	notp	259190	1	1	1	0	0	1.0
7263	pymorphy3-dicts-ru	notp	259102						
7264	feedgen	notp	258969						
7265	types-mysqlclient	notp	258810						
7266	redlines	tp	258773	4	4	2	2	0	0.5
7267	types-backports	notp	258529						
7268	file-read-backwards	notp	258430						
7269	lagom	notp	258260						
7270	pytest-astropy-header	notp	258250						
7271	types-aiobotocore-ses	notp	258243	1	1	1	0	0	1.0
7272	canonicaljson	notp	258097						
7273	flake8-commas	tp	257556	1	1	0	1	0	0.0
7274	junit-xml-2	notp	257545						
7275	cpuset-py3	notp	257432						
7276	langwatch	notp	257288	20	20	5	15	0	0.25
7277	llama-index-llms-langchain	notp	257254	2	2	1	1	0	0.5
7278	alchemy-mock	notp	257211	3	3	0	3	0	0.0
7279	pyats	notp	257195	14	14	1	13	0	0.07142857142857142
7280	modelsearch	notp	257080	2	2	1	1	0	0.5
7281	demoji	notp	256926						
7282	python-glanceclient	notp	256619	9	9	3	6	0	0.3333333333333333
7283	telebot	notp	256553						
7284	torch-stoi	notp	256551						
7285	testresources	notp	256330	1	1	0	1	0	0.0
7286	pygnmi	notp	256004	4	4	1	3	0	0.25
7287	eventkit	notp	255966						
7288	google-cloud-datacatalog-lineage	tp	255924	7	7	2	5	0	0.2857142857142857
7289	rust-civit-comfy-bindings	notp	255856						
7290	systemd-python	notp	255662						
7291	python-nmap	notp	255407						
7292	transformers-stream-generator	notp	255385						
7293	shodan	notp	255318						
7294	pytorch-msssim	notp	255229						
7295	snmpsim	notp	255108	2	2	0	2	0	0.0
7296	djangorestframework-jwt	notp	255101						
7297	planetary-computer	notp	255058						
7298	microsoft-agents-copilotstudio-client	notp	254985	1	1	0	1	0	0.0
7299	mineru-vl-utils	notp	254934	6	6	5	1	0	0.8333333333333334
7300	google-cloud-service-usage	tp	254880	7	7	2	5	0	0.2857142857142857
7301	python-mecab-ko-dic	notp	254403						
7302	azure-mgmt-automation	notp	254393	4	4	1	3	0	0.25
7303	pyxnat	notp	254329	3	3	1	2	0	0.3333333333333333
7304	procrastinate	tp	254156	7	7	4	3	0	0.5714285714285714
7305	drawsvg	notp	254099						
7306	snowpark-connect-deps-2	notp	254069						
7307	snowpark-connect-deps-1	notp	254034						
7308	nemoguardrails	notp	253958	22	22	11	11	0	0.5
7309	cachebox	notp	253907						
7310	multiset	notp	253789						
7311	linkml	tp	253640	25	25	8	17	0	0.32
7312	flake8-no-implicit-concat	notp	253194	2	2	0	2	0	0.0
7313	prefect-slack	tp	252773	3	3	3	0	0	1.0
7314	guardrails-ai	notp	252733	28	28	12	16	0	0.42857142857142855
7315	all-packages	notp	252723						
7316	flake8-literal	notp	252707	1	1	0	1	0	0.0
